id,category,neighborhood,latitude,longitude,date
2025-00376,Water Waste,Chinatown,34.067578,-118.224734,2024-02-06
2025-00385,Noise,Chinatown,34.067578,-118.224734,2024-02-26
2025-00360,Water Waste,Chinatown,34.067578,-118.224734,2024-02-29
2025-00358,Noise,Chinatown,34.067578,-118.224734,2024-03-22
2025-00359,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-04-12
2025-00361,Water Waste,Chinatown,34.067578,-118.224734,2024-04-13
2025-00381,Water Waste,Chinatown,34.067578,-118.224734,2024-04-17
2025-00388,Air Pollution,Chinatown,34.067578,-118.224734,2024-04-20
2025-00367,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-04-26
2025-00387,Water Waste,Chinatown,34.067578,-118.224734,2024-05-19
2025-00377,Water Waste,Chinatown,34.067578,-118.224734,2024-05-23
2025-00379,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-06-03
2025-00362,Water Waste,Chinatown,34.067578,-118.224734,2024-06-11
2025-00368,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-06-13
2025-00382,Air Pollution,Chinatown,34.067578,-118.224734,2024-06-23
2025-00373,Noise,Chinatown,34.067578,-118.224734,2024-06-27
2025-00383,Air Pollution,Chinatown,34.067578,-118.224734,2024-06-27
2025-00369,Water Waste,Chinatown,34.067578,-118.224734,2024-07-02
2025-00356,Noise,Chinatown,34.067578,-118.224734,2024-07-08
2025-00355,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-07-26
2025-00371,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-08-23
2025-00365,Air Pollution,Chinatown,34.067578,-118.224734,2024-09-06
2025-00374,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-09-26
2025-00364,Air Pollution,Chinatown,34.067578,-118.224734,2024-09-30
2025-00386,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-11-01
2025-00370,Noise,Chinatown,34.067578,-118.224734,2024-11-10
2025-00380,Air Pollution,Chinatown,34.067578,-118.224734,2024-11-14
2025-00375,Water Waste,Chinatown,34.067578,-118.224734,2024-11-29
2025-00363,Noise,Chinatown,34.067578,-118.224734,2024-11-30
2025-00384,Air Pollution,Chinatown,34.067578,-118.224734,2024-11-30
2025-00357,Illegal Dumping,Chinatown,34.067578,-118.224734,2024-12-08
2025-00390,Air Pollution,Cypress Park,34.089023,-118.219031,2024-07-24
2025-00389,Air Pollution,Cypress Park,34.089023,-118.219031,2024-09-19
2025-00397,Water Waste,Del Rey,34.000553,-118.409743,2024-01-09
2025-00394,Water Waste,Del Rey,34.000553,-118.409743,2024-02-21
2025-00398,Noise,Del Rey,34.000553,-118.409743,2024-03-22
2025-00393,Illegal Dumping,Del Rey,34.000553,-118.409743,2024-04-03
2025-00392,Noise,Del Rey,34.000553,-118.409743,2024-07-01
2025-00396,Noise,Del Rey,34.000553,-118.409743,2024-07-16
2025-00391,Water Waste,Del Rey,34.000553,-118.409743,2024-07-22
2025-00399,Noise,Del Rey,34.000553,-118.409743,2024-07-26
2025-00395,Noise,Del Rey,34.000553,-118.409743,2024-10-14
2025-00402,Water Waste,Downtown,34.061311,-118.244497,2024-02-16
2025-00407,Air Pollution,Downtown,34.061311,-118.244497,2024-02-24
2025-00411,Water Waste,Downtown,34.061311,-118.244497,2024-04-16
2025-00406,Illegal Dumping,Downtown,34.061311,-118.244497,2024-05-08
2025-00400,Water Waste,Downtown,34.061311,-118.244497,2024-05-09
2025-00403,Air Pollution,Downtown,34.061311,-118.244497,2024-05-09
2025-00404,Air Pollution,Downtown,34.061311,-118.244497,2024-05-23
2025-00408,Noise,Downtown,34.061311,-118.244497,2024-06-20
2025-00401,Water Waste,Downtown,34.061311,-118.244497,2024-07-16
2025-00409,Illegal Dumping,Downtown,34.061311,-118.244497,2024-09-04
2025-00410,Water Waste,Downtown,34.061311,-118.244497,2024-10-11
2025-00405,Water Waste,Downtown,34.061311,-118.244497,2024-11-22
2025-00421,Noise,Eagle Rock,34.151602,-118.198203,2024-01-09
2025-00415,Water Waste,Eagle Rock,34.151602,-118.198203,2024-01-10
2025-00419,Noise,Eagle Rock,34.151602,-118.198203,2024-01-12
2025-00442,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-02-01
2025-00433,Noise,Eagle Rock,34.151602,-118.198203,2024-02-18
2025-00448,Water Waste,Eagle Rock,34.151602,-118.198203,2024-02-21
2025-00426,Noise,Eagle Rock,34.151602,-118.198203,2024-02-23
2025-00430,Water Waste,Eagle Rock,34.151602,-118.198203,2024-02-24
2025-00441,Noise,Eagle Rock,34.151602,-118.198203,2024-02-26
2025-00428,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-03-06
2025-00417,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-03-27
2025-00414,Noise,Eagle Rock,34.151602,-118.198203,2024-04-10
2025-00439,Noise,Eagle Rock,34.151602,-118.198203,2024-05-24
2025-00450,Noise,Eagle Rock,34.151602,-118.198203,2024-05-25
2025-00423,Noise,Eagle Rock,34.151602,-118.198203,2024-06-03
2025-00443,Noise,Eagle Rock,34.151602,-118.198203,2024-06-03
2025-00447,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-06-11
2025-00418,Water Waste,Eagle Rock,34.151602,-118.198203,2024-06-27
2025-00434,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-07-19
2025-00449,Water Waste,Eagle Rock,34.151602,-118.198203,2024-07-26
2025-00429,Noise,Eagle Rock,34.151602,-118.198203,2024-07-27
2025-00427,Noise,Eagle Rock,34.151602,-118.198203,2024-08-03
2025-00413,Noise,Eagle Rock,34.151602,-118.198203,2024-08-06
2025-00412,Noise,Eagle Rock,34.151602,-118.198203,2024-08-15
2025-00425,Noise,Eagle Rock,34.151602,-118.198203,2024-08-17
2025-00444,Air Pollution,Eagle Rock,34.151602,-118.198203,2024-09-02
2025-00437,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-09-13
2025-00438,Water Waste,Eagle Rock,34.151602,-118.198203,2024-10-04
2025-00445,Water Waste,Eagle Rock,34.151602,-118.198203,2024-10-06
2025-00420,Air Pollution,Eagle Rock,34.151602,-118.198203,2024-10-07
2025-00424,Water Waste,Eagle Rock,34.151602,-118.198203,2024-10-11
2025-00432,Air Pollution,Eagle Rock,34.151602,-118.198203,2024-10-12
2025-00422,Air Pollution,Eagle Rock,34.151602,-118.198203,2024-10-22
2025-00446,Air Pollution,Eagle Rock,34.151602,-118.198203,2024-10-28
2025-00435,Noise,Eagle Rock,34.151602,-118.198203,2024-11-11
2025-00440,Illegal Dumping,Eagle Rock,34.151602,-118.198203,2024-11-14
2025-00416,Water Waste,Eagle Rock,34.151602,-118.198203,2024-11-20
2025-00436,Air Pollution,Eagle Rock,34.151602,-118.198203,2024-12-11
2025-00431,Noise,Eagle Rock,34.151602,-118.198203,2024-12-19
2025-00485,Air Pollution,East Hollywood,34.098361,-118.287404,2024-01-08
2025-00460,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-01-09
2025-00481,Water Waste,East Hollywood,34.098361,-118.287404,2024-01-11
2025-00455,Noise,East Hollywood,34.098361,-118.287404,2024-01-20
2025-00453,Water Waste,East Hollywood,34.098361,-118.287404,2024-01-23
2025-00469,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-01-29
2025-00476,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-02-10
2025-00463,Water Waste,East Hollywood,34.098361,-118.287404,2024-02-19
2025-00454,Noise,East Hollywood,34.098361,-118.287404,2024-04-18
2025-00461,Water Waste,East Hollywood,34.098361,-118.287404,2024-04-21
2025-00471,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-04-27
2025-00482,Air Pollution,East Hollywood,34.098361,-118.287404,2024-05-01
2025-00479,Water Waste,East Hollywood,34.098361,-118.287404,2024-05-21
2025-00474,Air Pollution,East Hollywood,34.098361,-118.287404,2024-05-23
2025-00470,Air Pollution,East Hollywood,34.098361,-118.287404,2024-06-06
2025-00483,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-06-25
2025-00478,Noise,East Hollywood,34.098361,-118.287404,2024-07-14
2025-00473,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-07-20
2025-00459,Noise,East Hollywood,34.098361,-118.287404,2024-07-31
2025-00480,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-07-31
2025-00466,Noise,East Hollywood,34.098361,-118.287404,2024-08-18
2025-00486,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-08-18
2025-00465,Air Pollution,East Hollywood,34.098361,-118.287404,2024-08-26
2025-00457,Water Waste,East Hollywood,34.098361,-118.287404,2024-09-05
2025-00462,Noise,East Hollywood,34.098361,-118.287404,2024-09-05
2025-00484,Air Pollution,East Hollywood,34.098361,-118.287404,2024-09-05
2025-00452,Air Pollution,East Hollywood,34.098361,-118.287404,2024-09-06
2025-00468,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-09-26
2025-00472,Water Waste,East Hollywood,34.098361,-118.287404,2024-09-29
2025-00456,Noise,East Hollywood,34.098361,-118.287404,2024-10-12
2025-00467,Noise,East Hollywood,34.098361,-118.287404,2024-10-16
2025-00451,Noise,East Hollywood,34.098361,-118.287404,2024-10-20
2025-00477,Air Pollution,East Hollywood,34.098361,-118.287404,2024-10-21
2025-00458,Illegal Dumping,East Hollywood,34.098361,-118.287404,2024-11-02
2025-00475,Water Waste,East Hollywood,34.098361,-118.287404,2024-11-13
2025-00464,Air Pollution,East Hollywood,34.098361,-118.287404,2024-11-23
2025-00492,Air Pollution,Echo Park,34.095691,-118.244873,2024-02-04
2025-00489,Water Waste,Echo Park,34.095691,-118.244873,2024-05-17
2025-00488,Water Waste,Echo Park,34.095691,-118.244873,2024-06-24
2025-00491,Noise,Echo Park,34.095691,-118.244873,2024-08-31
2025-00490,Noise,Echo Park,34.095691,-118.244873,2024-10-16
2025-00487,Air Pollution,Echo Park,34.095691,-118.244873,2024-12-28
2025-00505,Illegal Dumping,El Sereno,34.098733,-118.178008,2024-01-03
2025-00500,Noise,El Sereno,34.098733,-118.178008,2024-01-06
2025-00499,Illegal Dumping,El Sereno,34.098733,-118.178008,2024-01-16
2025-00494,Noise,El Sereno,34.098733,-118.178008,2024-01-22
2025-00502,Noise,El Sereno,34.098733,-118.178008,2024-01-22
2025-00501,Noise,El Sereno,34.098733,-118.178008,2024-05-03
2025-00493,Noise,El Sereno,34.098733,-118.178008,2024-05-15
2025-00504,Air Pollution,El Sereno,34.098733,-118.178008,2024-05-19
2025-00495,Air Pollution,El Sereno,34.098733,-118.178008,2024-05-27
2025-00498,Water Waste,El Sereno,34.098733,-118.178008,2024-06-13
2025-00496,Noise,El Sereno,34.098733,-118.178008,2024-06-22
2025-00497,Air Pollution,El Sereno,34.098733,-118.178008,2024-08-22
2025-00503,Air Pollution,El Sereno,34.098733,-118.178008,2024-10-14
2025-00534,Illegal Dumping,Elysian Park,34.093908,-118.242458,2024-01-15
2025-00507,Illegal Dumping,Elysian Park,34.093908,-118.242458,2024-01-25
2025-00512,Noise,Elysian Park,34.093908,-118.242458,2024-01-25
2025-00521,Air Pollution,Elysian Park,34.093908,-118.242458,2024-02-04
2025-00526,Illegal Dumping,Elysian Park,34.093908,-118.242458,2024-02-19
2025-00517,Water Waste,Elysian Park,34.093908,-118.242458,2024-03-19
2025-00525,Water Waste,Elysian Park,34.093908,-118.242458,2024-03-29
2025-00511,Noise,Elysian Park,34.093908,-118.242458,2024-04-25
2025-00529,Noise,Elysian Park,34.093908,-118.242458,2024-05-27
2025-00515,Water Waste,Elysian Park,34.093908,-118.242458,2024-06-10
2025-00506,Water Waste,Elysian Park,34.093908,-118.242458,2024-07-13
2025-00524,Water Waste,Elysian Park,34.093908,-118.242458,2024-08-12
2025-00510,Noise,Elysian Park,34.093908,-118.242458,2024-08-16
2025-00509,Noise,Elysian Park,34.093908,-118.242458,2024-08-22
2025-00518,Air Pollution,Elysian Park,34.093908,-118.242458,2024-08-22
2025-00513,Noise,Elysian Park,34.093908,-118.242458,2024-08-31
2025-00508,Illegal Dumping,Elysian Park,34.093908,-118.242458,2024-09-02
2025-00520,Water Waste,Elysian Park,34.093908,-118.242458,2024-09-05
2025-00533,Illegal Dumping,Elysian Park,34.093908,-118.242458,2024-09-10
2025-00514,Air Pollution,Elysian Park,34.093908,-118.242458,2024-10-05
2025-00523,Water Waste,Elysian Park,34.093908,-118.242458,2024-10-08
2025-00528,Water Waste,Elysian Park,34.093908,-118.242458,2024-10-18
2025-00519,Illegal Dumping,Elysian Park,34.093908,-118.242458,2024-10-24
2025-00532,Noise,Elysian Park,34.093908,-118.242458,2024-10-26
2025-00530,Water Waste,Elysian Park,34.093908,-118.242458,2024-11-10
2025-00522,Air Pollution,Elysian Park,34.093908,-118.242458,2024-11-15
2025-00516,Water Waste,Elysian Park,34.093908,-118.242458,2024-12-04
2025-00527,Noise,Elysian Park,34.093908,-118.242458,2024-12-04
2025-00531,Air Pollution,Elysian Park,34.093908,-118.242458,2024-12-12
2025-00536,Water Waste,Elysian Valley,34.108429,-118.249741,2024-04-01
2025-00535,Water Waste,Elysian Valley,34.108429,-118.249741,2024-04-15
2025-00538,Water Waste,Elysian Valley,34.108429,-118.249741,2024-07-19
2025-00537,Noise,Elysian Valley,34.108429,-118.249741,2024-08-05
2025-00542,Noise,Encino,34.180997,-118.516420,2024-01-28
2025-00575,Noise,Encino,34.180997,-118.516420,2024-02-03
2025-00539,Noise,Encino,34.180997,-118.516420,2024-02-04
2025-00555,Water Waste,Encino,34.180997,-118.516420,2024-02-05
2025-00568,Noise,Encino,34.180997,-118.516420,2024-02-06
2025-00572,Noise,Encino,34.180997,-118.516420,2024-02-07
2025-00550,Noise,Encino,34.180997,-118.516420,2024-02-12
2025-00543,Air Pollution,Encino,34.180997,-118.516420,2024-02-16
2025-00564,Water Waste,Encino,34.180997,-118.516420,2024-02-16
2025-00552,Water Waste,Encino,34.180997,-118.516420,2024-02-21
2025-00560,Air Pollution,Encino,34.180997,-118.516420,2024-03-06
2025-00563,Air Pollution,Encino,34.180997,-118.516420,2024-03-09
2025-00546,Water Waste,Encino,34.180997,-118.516420,2024-04-01
2025-00540,Noise,Encino,34.180997,-118.516420,2024-04-12
2025-00567,Illegal Dumping,Encino,34.180997,-118.516420,2024-04-22
2025-00578,Noise,Encino,34.180997,-118.516420,2024-05-24
2025-00571,Water Waste,Encino,34.180997,-118.516420,2024-06-14
2025-00554,Illegal Dumping,Encino,34.180997,-118.516420,2024-06-26
2025-00565,Air Pollution,Encino,34.180997,-118.516420,2024-06-27
2025-00551,Illegal Dumping,Encino,34.180997,-118.516420,2024-06-29
2025-00556,Illegal Dumping,Encino,34.180997,-118.516420,2024-07-12
2025-00547,Noise,Encino,34.180997,-118.516420,2024-07-21
2025-00558,Water Waste,Encino,34.180997,-118.516420,2024-07-30
2025-00545,Noise,Encino,34.180997,-118.516420,2024-08-08
2025-00562,Water Waste,Encino,34.180997,-118.516420,2024-08-10
2025-00544,Water Waste,Encino,34.180997,-118.516420,2024-08-11
2025-00577,Noise,Encino,34.180997,-118.516420,2024-08-20
2025-00548,Noise,Encino,34.180997,-118.516420,2024-08-28
2025-00559,Water Waste,Encino,34.180997,-118.516420,2024-08-29
2025-00573,Air Pollution,Encino,34.180997,-118.516420,2024-09-16
2025-00561,Air Pollution,Encino,34.180997,-118.516420,2024-09-20
2025-00541,Illegal Dumping,Encino,34.180997,-118.516420,2024-09-25
2025-00557,Noise,Encino,34.180997,-118.516420,2024-10-06
2025-00576,Noise,Encino,34.180997,-118.516420,2024-10-06
2025-00566,Water Waste,Encino,34.180997,-118.516420,2024-10-12
2025-00569,Water Waste,Encino,34.180997,-118.516420,2024-10-20
2025-00549,Air Pollution,Encino,34.180997,-118.516420,2024-11-23
2025-00553,Illegal Dumping,Encino,34.180997,-118.516420,2024-12-04
2025-00570,Air Pollution,Encino,34.180997,-118.516420,2024-12-07
2025-00574,Noise,Encino,34.180997,-118.516420,2024-12-20
2025-00591,Noise,Exposition Park,34.018375,-118.291547,2024-01-13
2025-00612,Noise,Exposition Park,34.018375,-118.291547,2024-01-13
2025-00587,Water Waste,Exposition Park,34.018375,-118.291547,2024-01-23
2025-00583,Noise,Exposition Park,34.018375,-118.291547,2024-01-25
2025-00590,Water Waste,Exposition Park,34.018375,-118.291547,2024-02-04
2025-00604,Noise,Exposition Park,34.018375,-118.291547,2024-02-05
2025-00597,Air Pollution,Exposition Park,34.018375,-118.291547,2024-02-09
2025-00582,Noise,Exposition Park,34.018375,-118.291547,2024-02-12
2025-00614,Noise,Exposition Park,34.018375,-118.291547,2024-03-10
2025-00592,Water Waste,Exposition Park,34.018375,-118.291547,2024-03-13
2025-00611,Noise,Exposition Park,34.018375,-118.291547,2024-03-25
2025-00589,Air Pollution,Exposition Park,34.018375,-118.291547,2024-04-01
2025-00595,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-04-02
2025-00579,Water Waste,Exposition Park,34.018375,-118.291547,2024-04-13
2025-00609,Noise,Exposition Park,34.018375,-118.291547,2024-04-17
2025-00585,Air Pollution,Exposition Park,34.018375,-118.291547,2024-04-21
2025-00613,Water Waste,Exposition Park,34.018375,-118.291547,2024-04-22
2025-00610,Air Pollution,Exposition Park,34.018375,-118.291547,2024-05-02
2025-00598,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-05-12
2025-00607,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-05-20
2025-00601,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-06-10
2025-00588,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-06-12
2025-00580,Noise,Exposition Park,34.018375,-118.291547,2024-06-22
2025-00586,Noise,Exposition Park,34.018375,-118.291547,2024-07-13
2025-00605,Noise,Exposition Park,34.018375,-118.291547,2024-08-24
2025-00584,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-08-28
2025-00594,Air Pollution,Exposition Park,34.018375,-118.291547,2024-09-08
2025-00606,Noise,Exposition Park,34.018375,-118.291547,2024-09-26
2025-00596,Water Waste,Exposition Park,34.018375,-118.291547,2024-09-29
2025-00593,Air Pollution,Exposition Park,34.018375,-118.291547,2024-10-04
2025-00602,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-10-10
2025-00603,Air Pollution,Exposition Park,34.018375,-118.291547,2024-10-26
2025-00615,Water Waste,Exposition Park,34.018375,-118.291547,2024-11-04
2025-00608,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-12-14
2025-00599,Water Waste,Exposition Park,34.018375,-118.291547,2024-12-23
2025-00600,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-12-23
2025-00581,Illegal Dumping,Exposition Park,34.018375,-118.291547,2024-12-30
2025-00618,Illegal Dumping,Fairfax,34.068893,-118.345631,2024-01-29
2025-00617,Air Pollution,Fairfax,34.068893,-118.345631,2024-01-30
2025-00620,Noise,Fairfax,34.068893,-118.345631,2024-03-08
2025-00621,Noise,Fairfax,34.068893,-118.345631,2024-03-23
2025-00616,Illegal Dumping,Fairfax,34.068893,-118.345631,2024-05-10
2025-00619,Water Waste,Fairfax,34.068893,-118.345631,2024-10-20
2025-00632,Air Pollution,Florence,33.982463,-118.256451,2024-01-08
2025-00627,Air Pollution,Florence,33.982463,-118.256451,2024-01-19
2025-00636,Noise,Florence,33.982463,-118.256451,2024-02-20
2025-00630,Air Pollution,Florence,33.982463,-118.256451,2024-04-13
2025-00628,Air Pollution,Florence,33.982463,-118.256451,2024-06-25
2025-00635,Water Waste,Florence,33.982463,-118.256451,2024-07-14
2025-00624,Air Pollution,Florence,33.982463,-118.256451,2024-08-18
2025-00634,Air Pollution,Florence,33.982463,-118.256451,2024-08-29
2025-00626,Illegal Dumping,Florence,33.982463,-118.256451,2024-09-03
2025-00622,Noise,Florence,33.982463,-118.256451,2024-09-09
2025-00623,Illegal Dumping,Florence,33.982463,-118.256451,2024-10-09
2025-00629,Noise,Florence,33.982463,-118.256451,2024-11-03
2025-00625,Noise,Florence,33.982463,-118.256451,2024-11-14
2025-00633,Water Waste,Florence,33.982463,-118.256451,2024-11-22
2025-00631,Illegal Dumping,Florence,33.982463,-118.256451,2024-12-25
2025-00665,Water Waste,Glassell Park,34.134881,-118.229669,2024-01-09
2025-00655,Noise,Glassell Park,34.134881,-118.229669,2024-01-25
2025-00668,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-01-25
2025-00652,Water Waste,Glassell Park,34.134881,-118.229669,2024-01-27
2025-00646,Air Pollution,Glassell Park,34.134881,-118.229669,2024-02-18
2025-00656,Air Pollution,Glassell Park,34.134881,-118.229669,2024-02-18
2025-00643,Noise,Glassell Park,34.134881,-118.229669,2024-03-26
2025-00667,Air Pollution,Glassell Park,34.134881,-118.229669,2024-04-02
2025-00657,Air Pollution,Glassell Park,34.134881,-118.229669,2024-04-03
2025-00669,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-04-06
2025-00642,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-04-09
2025-00650,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-04-20
2025-00658,Air Pollution,Glassell Park,34.134881,-118.229669,2024-04-22
2025-00648,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-05-18
2025-00670,Noise,Glassell Park,34.134881,-118.229669,2024-05-22
2025-00637,Water Waste,Glassell Park,34.134881,-118.229669,2024-05-23
2025-00664,Noise,Glassell Park,34.134881,-118.229669,2024-06-13
2025-00641,Noise,Glassell Park,34.134881,-118.229669,2024-06-15
2025-00644,Noise,Glassell Park,34.134881,-118.229669,2024-07-08
2025-00653,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-07-12
2025-00661,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-07-24
2025-00666,Air Pollution,Glassell Park,34.134881,-118.229669,2024-07-27
2025-00651,Water Waste,Glassell Park,34.134881,-118.229669,2024-08-20
2025-00647,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-08-22
2025-00663,Water Waste,Glassell Park,34.134881,-118.229669,2024-08-27
2025-00660,Water Waste,Glassell Park,34.134881,-118.229669,2024-09-09
2025-00659,Noise,Glassell Park,34.134881,-118.229669,2024-10-07
2025-00671,Water Waste,Glassell Park,34.134881,-118.229669,2024-10-22
2025-00645,Noise,Glassell Park,34.134881,-118.229669,2024-10-27
2025-00654,Water Waste,Glassell Park,34.134881,-118.229669,2024-10-29
2025-00640,Water Waste,Glassell Park,34.134881,-118.229669,2024-11-11
2025-00662,Water Waste,Glassell Park,34.134881,-118.229669,2024-11-15
2025-00649,Air Pollution,Glassell Park,34.134881,-118.229669,2024-11-16
2025-00639,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-12-04
2025-00638,Illegal Dumping,Glassell Park,34.134881,-118.229669,2024-12-13
2025-00689,Noise,Gramercy Park,33.950017,-118.300405,2024-01-20
2025-00686,Noise,Gramercy Park,33.950017,-118.300405,2024-01-24
2025-00683,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-02-13
2025-00676,Air Pollution,Gramercy Park,33.950017,-118.300405,2024-02-23
2025-00681,Water Waste,Gramercy Park,33.950017,-118.300405,2024-04-08
2025-00690,Air Pollution,Gramercy Park,33.950017,-118.300405,2024-04-14
2025-00687,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-05-13
2025-00695,Water Waste,Gramercy Park,33.950017,-118.300405,2024-06-01
2025-00682,Water Waste,Gramercy Park,33.950017,-118.300405,2024-06-26
2025-00694,Noise,Gramercy Park,33.950017,-118.300405,2024-07-03
2025-00677,Noise,Gramercy Park,33.950017,-118.300405,2024-07-13
2025-00678,Water Waste,Gramercy Park,33.950017,-118.300405,2024-07-24
2025-00679,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-08-03
2025-00685,Water Waste,Gramercy Park,33.950017,-118.300405,2024-08-04
2025-00697,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-08-06
2025-00684,Noise,Gramercy Park,33.950017,-118.300405,2024-08-20
2025-00680,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-08-28
2025-00698,Water Waste,Gramercy Park,33.950017,-118.300405,2024-09-10
2025-00688,Noise,Gramercy Park,33.950017,-118.300405,2024-09-16
2025-00692,Air Pollution,Gramercy Park,33.950017,-118.300405,2024-09-29
2025-00696,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-10-12
2025-00672,Water Waste,Gramercy Park,33.950017,-118.300405,2024-10-22
2025-00674,Noise,Gramercy Park,33.950017,-118.300405,2024-10-22
2025-00691,Air Pollution,Gramercy Park,33.950017,-118.300405,2024-10-26
2025-00673,Air Pollution,Gramercy Park,33.950017,-118.300405,2024-10-31
2025-00675,Illegal Dumping,Gramercy Park,33.950017,-118.300405,2024-11-19
2025-00693,Water Waste,Gramercy Park,33.950017,-118.300405,2024-11-21
2025-00706,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-01-26
2025-00719,Air Pollution,Granada Hills,34.314688,-118.489543,2024-02-29
2025-00709,Noise,Granada Hills,34.314688,-118.489543,2024-03-25
2025-00721,Noise,Granada Hills,34.314688,-118.489543,2024-04-02
2025-00720,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-04-18
2025-00724,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-04-21
2025-00716,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-04-27
2025-00714,Air Pollution,Granada Hills,34.314688,-118.489543,2024-05-01
2025-00702,Noise,Granada Hills,34.314688,-118.489543,2024-05-20
2025-00725,Noise,Granada Hills,34.314688,-118.489543,2024-06-09
2025-00704,Air Pollution,Granada Hills,34.314688,-118.489543,2024-06-29
2025-00700,Air Pollution,Granada Hills,34.314688,-118.489543,2024-07-26
2025-00723,Noise,Granada Hills,34.314688,-118.489543,2024-08-05
2025-00713,Water Waste,Granada Hills,34.314688,-118.489543,2024-08-30
2025-00718,Water Waste,Granada Hills,34.314688,-118.489543,2024-09-15
2025-00707,Water Waste,Granada Hills,34.314688,-118.489543,2024-09-24
2025-00715,Water Waste,Granada Hills,34.314688,-118.489543,2024-09-30
2025-00711,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-10-02
2025-00722,Noise,Granada Hills,34.314688,-118.489543,2024-10-05
2025-00699,Air Pollution,Granada Hills,34.314688,-118.489543,2024-10-06
2025-00708,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-10-07
2025-00705,Water Waste,Granada Hills,34.314688,-118.489543,2024-10-21
2025-00710,Noise,Granada Hills,34.314688,-118.489543,2024-10-31
2025-00712,Illegal Dumping,Granada Hills,34.314688,-118.489543,2024-12-02
2025-00701,Noise,Granada Hills,34.314688,-118.489543,2024-12-04
2025-00717,Air Pollution,Granada Hills,34.314688,-118.489543,2024-12-20
2025-00703,Illegal Dumping,Granada Hills,34.314688,-118.489543,2025-01-01
2025-00731,Air Pollution,Green Meadows,33.951036,-118.254112,2024-01-08
2025-00741,Noise,Green Meadows,33.951036,-118.254112,2024-02-02
2025-00726,Water Waste,Green Meadows,33.951036,-118.254112,2024-02-24
2025-00730,Water Waste,Green Meadows,33.951036,-118.254112,2024-03-08
2025-00727,Water Waste,Green Meadows,33.951036,-118.254112,2024-04-01
2025-00735,Water Waste,Green Meadows,33.951036,-118.254112,2024-04-21
2025-00737,Noise,Green Meadows,33.951036,-118.254112,2024-05-14
2025-00745,Air Pollution,Green Meadows,33.951036,-118.254112,2024-06-04
2025-00733,Illegal Dumping,Green Meadows,33.951036,-118.254112,2024-06-25
2025-00740,Illegal Dumping,Green Meadows,33.951036,-118.254112,2024-07-08
2025-00728,Noise,Green Meadows,33.951036,-118.254112,2024-08-10
